6095995	0
8104084	0
17425477	0
7602643	0
8680663	0
3924143	0
24651335	2
13332994	0
13518498	0
13603999	3
19337739	0
7967894	1
6497761	0
16716993	0
6659972	0
9555845	1
18091076	0
20657477	0
21064456	1
15746681	2
8254493	0
6412612	0
15214621	0
11338302	0
6886340	3
6886340	3
9908192	3
9908192	4
7360639	0
14035310	0
14035310	0
11895474	0
17851049	0
17851049	0
30099048	0
7448416	0
7003046	0
7003046	0
8560855	0
8933512	0
6970672	0
16246098	1
16246098	1
19563628	3
12013793	1
13080663	1
9764907	0
18017749	1
38248797	0
38248797	0
6827468	0
4826279	0
10556236	0
11851677	0
10985284	1
6493450	0
15819003	0
4884394	0
15249860	0
20706995	1
20706995	1
8028897	0
18347969	3
10109065	1
17949756	0
33959678	2
9601765	0
16428369	0
17474606	0
17474606	0
15533349	0
15533349	0
15533349	0
15533349	0
17886938	0
15184113	0
9654268	0
9654268	0
12865519	0
17086695	0
9652689	0
28666729	0
15844176	0
15410615	0
15850306	1
17152670	1
11729189	0
15020800	1
6405072	0
10009851	0
16710151	0
8494388	0
8494388	0
8494388	0
13353435	2
16765020	0
12097650	0
15224322	0
6322168	0
8806155	0
5395589	0
9438636	1
