5753845	0
7104446	0
13594753	0
8026466	0
8018791	0
3924143	0
25523858	0
8424939	0
11174893	0
11260394	0
12269563	0
7325445	0
5388283	0
16716993	0
6638749	0
9621037	0
15053337	0
15733779	0
15004294	0
13625410	0
8254493	0
6993974	0
15214621	0
11028935	0
9081332	0
8655420	0
12599691	0
10981972	0
6960718	0
14035310	0
14035310	0
11895474	0
16938508	0
16071496	0
17534084	0
7448416	0
7003046	0
7467735	0
11139572	0
11512229	0
6970672	0
13172807	0
13172807	0
14075568	0
8784303	0
11082994	0
7636319	0
12115386	0
38248797	0
38248797	0
6827468	0
4826279	0
10556236	0
10556236	0
11003636	0
6493450	0
15819003	0
4692200	0
12005934	0
12599846	0
15998075	0
8028897	0
15725168	0
6083171	0
18467829	0
29284087	0
9601765	0
16428369	0
16428369	0
16428369	0
15533349	0
15533349	0
15533349	0
15533349	0
17886938	0
12971560	0
8933486	0
8933486	0
10073242	0
12488676	0
10415181	0
28666729	0
12743619	0
15850306	0
15850306	0
15850306	1
11729189	0
13637535	0
6238610	0
9658191	0
13978010	0
7934467	0
7962965	0
7934467	0
9411986	0
16765020	0
12200323	0
12599059	0
6322168	0
8806155	0
5395589	0
7745834	0
