8286	0
8286	0
17902	0
17902	0
21656	0
21656	0
8526	0
8526	0
13585	0
13585	0
9818	0
10145	0
10213	0
10213	0
10362	0
9367	0
13977	0
13977	0
3496	0
3496	0
18363	0
18363	0
18363	0
19944	0
6867	0
6867	0
12818	0
13703	0
8154	0
8154	0
11345	0
11345	0
4995	0
4995	0
8700	0
8700	0
8700	0
8700	0
8700	0
8700	0
10769	0
10944	0
12246	0
12246	0
12246	0
12246	0
12246	0
12246	0
8811	0
8811	0
18767	0
18767	0
12494	0
12494	0
11005	0
11005	0
11005	0
16315	0
8138	0
8138	0
19227	0
19227	0
19227	0
5857	0
7329	0
7329	0
5857	0
7792	0
7564	0
8977	0
7843	0
8302	0
8505	0
8135	0
8135	0
9967	0
10216	0
9114	0
13591	0
11258	0
11016	0
3022	0
3022	0
6727	0
6727	0
14661	0
14661	0
21149	0
22696	0
4509	0
4509	0
4509	0
4889	0
7949	0
7909	0
12136	0
12136	0
18907	0
18907	0
5995	0
6506	0
11815	0
8603	0
25646	0
25646	0
6347	0
6347	0
12017	0
12017	0
25894	0
25040	0
9518	0
10641	0
9518	0
9700	0
9518	0
9700	0
4908	0
4908	0
7032	0
9289	0
7902	0
7902	0
7902	0
8265	0
13177	0
13177	0
14864	0
14864	0
15291	0
15794	0
10146	0
10146	0
11661	0
11661	0
13612	0
16592	0
14775	0
14775	0
14775	0
16732	0
14775	0
17217	0
20881	0
21431	0
14065	0
14065	0
15815	0
14142	0
8504	0
8504	0
8504	0
10281	0
5899	0
5899	0
11290	0
11290	0
16596	0
14232	0
28498	0
28498	0
28498	0
28775	0
10929	0
11566	0
11863	0
11863	0
9487	0
9470	0
11037	0
10151	0
9340	0
13398	0
9340	0
13398	0
4066	0
4066	0
4066	0
4066	0
16155	0
16241	0
27825	0
29381	0
28358	0
28358	0
28358	0
28358	0
4363	0
4363	0
12672	0
13219	0
12672	0
13903	0
14683	0
14683	0
13275	0
13275	0
13348	0
13275	0
4512	0
4512	0
17691	0
17691	0
7292	0
9218	0
6139	0
6139	0
6139	0
6139	0
4806	0
4806	0
26606	0
26606	0
30412	0
26606	0
36479	0
30412	0
