6095995	0
7104446	0
13594753	0
7740034	0
8680663	0
3924143	0
24385783	0
8424939	0
10920808	0
11742703	2
13147267	0
7325445	0
6497761	0
16716993	0
6638749	0
9413890	0
18091076	0
18091076	0
15004294	0
13625410	0
8254493	0
6412612	0
15214621	0
11028935	0
9208003	0
9208003	0
11740363	0
14993989	0
7360639	0
14035310	0
14035310	0
11895474	0
16071496	0
16071496	0
18401096	0
7448416	0
7003046	0
7003046	0
8439365	0
8812022	0
6970672	0
12841552	0
12841552	0
14447915	1
8784303	0
11082994	0
9764907	0
12115386	0
38248797	0
38248797	0
6827468	0
4826279	0
10556236	0
11851677	0
11003636	0
6493450	0
15819003	0
5879171	0
5879171	0
14510667	0
14510667	1
14510667	1
8028897	0
14627239	1
8992523	0
18467829	0
29284087	0
9601765	0
16428369	0
16428369	0
16428369	0
15533349	0
15533349	0
15533349	0
15533349	0
17886938	0
12971560	0
9654268	0
9654268	0
10073242	0
13051395	0
10415181	0
28666729	0
12743619	0
15410615	0
15850306	1
17592361	1
11729189	0
19221002	0
6238610	0
9658191	0
16710151	0
8494388	0
8494388	0
8494388	0
14046705	0
16765020	0
12290900	0
12689636	0
6322168	0
8806155	0
5395589	0
8554344	0
