280025	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
279166	0
280025	0
276111	0
292736	0
292736	0
292736	0
292736	0
220268	0
220268	0
190603	0
172276	0
189713	0
191531	0
191531	0
177733	0
177733	0
197034	0
116394	0
155401	0
240706	0
302529	0
83255	0
258643	0
282406	0
305466	0
290739	0
319166	0
133735	0
133735	0
103775	0
239134	0
239134	0
239134	0
282032	0
292954	0
244522	0
223049	0
227572	0
227572	0
227572	0
114316	0
132976	0
114638	0
107582	0
150674	0
150674	0
164352	0
158260	0
164352	0
157158	0
169732	0
169077	0
225894	0
205964	0
218746	0
213165	0
218746	0
213165	0
