2694368	0	188
2694368	0	188
2649729	0	1
2967584	0	1
2915609	0	130
2967584	0	1
2915609	0	49
2967584	0	1
2915609	0	49
3409491	0	65
3804593	0	276
3606284	0	263
3586732	0	511
2321652	0	1
2684886	0	354
2353915	0	1
2474790	0	364
3561414	0	0
3561414	0	264
4066246	0	194
4030509	0	355
4030574	0	0
4214587	0	352
4100912	0	0
4100912	0	67
2820217	0	1
2780198	0	733
3873841	0	299
1732455	0	1
2103731	0	146
