117820	0
149517	0
189086	0
242591	0
287316	0
256974	0
264833	0
314124	0
369506	1
384930	2
263630	0
364585	0
297115	0
329454	1
301348	1
306255	1
306255	1
357355	6
445722	5
234749	0
250339	0
303619	0
353230	0
340828	0
347688	0
531232	0
405921	0
712533	3
434883	1
422258	1
576135	0
565382	1
512958	2
497011	2
525686	3
505901	3
478634	0
395765	0
512041	2
727468	0
1223070	0
2086426	2
5333678	4
6286439	5
3945373	3
3822577	2
4520266	2
4786130	6
2059820	0
2711744	1
3495649	2
3569120	2
3569120	3
6583540	9
60127189	1
62545061	1
64490643	2
62114335	1
62677354	7
43998527	2
49365210	2
41223708	3
39150859	4
30564991	1
1232121	1
1964005	2
