137910	0
137910	0
165818	0
167199	0
224017	0
313516	0
263807	0
263807	0
319830	0
406974	0
373374	0
248015	0
334737	0
303368	0
302281	0
268413	0
335390	0
392441	0
404664	0
234749	0
248519	0
295965	0
318457	0
318407	0
386381	0
481421	0
405921	0
549142	0
415543	0
432857	0
536442	0
511485	0
560800	0
560212	0
560516	0
594556	0
461370	0
428113	0
496826	0
681897	0
1758463	0
1758463	0
2065734	0
5233463	0
5170481	0
4053396	0
3945545	0
3578272	0
3759236	5
2143038	0
2640095	0
3336986	0
3558028	0
3558028	1
6550182	5
50366920	0
50366920	0
50674897	0
56393625	0
62043851	0
62657119	1
24138024	0
24124146	0
39319731	0
34316505	0
37327075	1
41472446	2
34025450	0
33493194	0
35856296	1
36555336	3
8790862	0
16206508	0
22444853	0
27501463	0
28432168	1
1232121	1
1232121	1
1918272	2
3505185	0
