117820	0
149517	0
213103	0
240312	0
299572	0
257280	0
257280	0
250447	0
310021	0
343331	1
343331	1
343331	1
352888	2
352888	2
263630	0
344330	2
289581	0
331187	1
327281	1
369422	1
397837	5
433145	10
261050	0
268067	0
337271	0
340849	0
332018	0
393978	0
621546	2
405921	0
549561	0
549561	0
558658	0
552637	0
712478	6
493870	0
505991	0
525580	0
592059	0
685518	0
412539	0
215595	0
255555	0
259150	0
339472	0
439131	1
453525	2
242247	0
472419	0
473190	0
569013	1
576454	1
604212	2
589420	3
601119	3
591965	4
588092	0
631247	3
351428	0
255445	0
129120	0
329279	0
411325	0
411325	0
399404	0
535732	3
195691	0
195691	0
421439	0
733068	0
1188590	0
1526927	0
2143241	2
4622748	0
4351827	0
4637299	0
4956303	1
5333189	4
6021877	5
3303155	0
3234593	0
3945373	3
3822577	4
4609172	0
3945392	0
5039280	0
4935784	1
5265339	1
5768602	3
3210364	1
4092499	2
4127560	5
1760237	0
1804649	0
1903539	0
2377477	0
2286126	1
2711744	1
3354896	2
